Accuracy,Loss,Classification_Loss,Robustness_Loss,Concept_Loss,Step
0.0703125,3.1122705936431885,2.302682876586914,0.057430196553468704,0.8095301985740662,1
0.25,2.999326705932617,2.125089645385742,0.4767455756664276,0.8737601637840271,51
0.1015625,3.116459846496582,2.3025379180908203,0.053063347935676575,0.8138688206672668,1
0.34375,2.999980926513672,2.1169238090515137,0.46254077553749084,0.8825945258140564,51
0.078125,3.1029505729675293,2.3024778366088867,0.07146088778972626,0.8004010915756226,1
0.375,3.0242156982421875,2.1285715103149414,0.4633183181285858,0.8951809406280518,51
0.109375,3.1123061180114746,2.3026411533355713,0.06267806142568588,0.8096021413803101,1
0.46875,2.9852359294891357,2.1095998287200928,0.5662037134170532,0.875069797039032,51
0.7890625,2.6883504390716553,1.7834959030151367,1.035722017288208,0.9038189053535461,101
0.9140625,2.373702049255371,1.190632700920105,3.113088607788086,1.1799561977386475,151
0.9609375,2.279851198196411,1.1478139162063599,3.202130079269409,1.1288352012634277,201
0.9140625,2.2491455078125,1.0986669063568115,3.2449700832366943,1.147233486175537,251
0.9453125,2.1865036487579346,1.0021705627441406,3.310105323791504,1.1810230016708374,301
0.9375,2.1469614505767822,0.9813810586929321,3.3807175159454346,1.1621997356414795,351
0.96875,2.175405502319336,0.9652304649353027,3.1163978576660156,1.2070586681365967,401
0.8359375,2.9680848121643066,1.6303703784942627,4.448741912841797,1.3332656621932983,422
0.8359375,2.877075672149658,1.8140467405319214,2.983435869216919,1.0600454807281494,472
0.9765625,2.1908724308013916,0.8580461740493774,4.076216220855713,1.3287500143051147,522
0.9765625,2.0605149269104004,0.8803240060806274,3.869710922241211,1.1763211488723755,572
0.9921875,2.0697333812713623,0.8513003587722778,3.209531545639038,1.2152234315872192,622
0.984375,2.038416624069214,0.8607698082923889,3.699554204940796,1.1739473342895508,672
0.984375,2.062666416168213,0.8716670274734497,3.7789740562438965,1.1872203350067139,722
0.96875,2.058971881866455,0.8990095853805542,3.2470500469207764,1.1567151546478271,772
0.96875,2.0542731285095215,0.8499858975410461,3.3013880252838135,1.2009859085083008,822
0.8359375,2.944631576538086,1.605177402496338,5.456808090209961,1.3339974880218506,843
0.875,2.8386073112487793,1.7656934261322021,3.32307505607605,1.0695908069610596,893
0.9765625,2.0893306732177734,0.8133662939071655,4.374063014984131,1.271590232849121,943
0.96875,2.0381479263305664,0.8515511155128479,3.981369733810425,1.1826155185699463,993
0.984375,2.032727003097534,0.7712458968162537,3.525637149810791,1.257955551147461,1043
0.984375,1.9972515106201172,0.794930636882782,3.460069179534912,1.1988608837127686,1093
0.9921875,1.9937283992767334,0.7804926633834839,2.811582565307617,1.2104241847991943,1143
0.1015625,3.111659049987793,2.302661895751953,0.0472089983522892,0.8089498281478882,1
0.578125,2.9831666946411133,2.096073865890503,0.6904294490814209,0.8864024877548218,51
0.8671875,2.6767358779907227,1.7489955425262451,1.0738071203231812,0.9266666173934937,101
0.9140625,2.4104537963867188,1.3102864027023315,2.380894184112549,1.0977864265441895,151
0.9765625,2.3674793243408203,1.2292344570159912,2.322814464569092,1.1359221935272217,201
0.9140625,2.3265252113342285,1.2184498310089111,2.455569267272949,1.1056199073791504,251
0.953125,2.32163667678833,1.171293020248413,2.4784836769104004,1.1478650569915771,301
0.9765625,2.2605514526367188,1.0854679346084595,2.7609477043151855,1.172322392463684,351
0.96875,2.2209548950195312,1.059099793434143,2.5889971256256104,1.1592659950256348,401
0.8046875,3.0051610469818115,1.686571717262268,3.6225473880767822,1.3149667978286743,422
0.8125,2.8504672050476074,1.8437515497207642,2.5199055671691895,1.0041956901550293,472
0.96875,2.2319579124450684,1.0098166465759277,3.122520923614502,1.219018578529358,522
0.9765625,2.2010698318481445,0.9771799445152283,3.2860169410705566,1.2206039428710938,572
0.953125,2.1185641288757324,0.9492189288139343,2.796140432357788,1.1665492057800293,622
0.9765625,2.112262487411499,0.9089187979698181,2.9656975269317627,1.2003780603408813,672
0.96875,2.1429920196533203,0.9661675095558167,2.9962456226348877,1.173828363418579,722
0.984375,2.092358112335205,0.8926737308502197,2.7678189277648926,1.1969165802001953,772
0.9609375,2.154633045196533,0.9594025015830994,3.2204554080963135,1.1920101642608643,822
0.796875,3.0524325370788574,1.6855064630508423,5.9120097160339355,1.3610141277313232,843
0.859375,2.902656078338623,1.8108904361724854,2.545445442199707,1.0892201662063599,893
0.9921875,2.0767714977264404,0.8296375870704651,3.0833592414855957,1.2440505027770996,943
0.9921875,2.025243043899536,0.8215095400810242,2.7825727462768555,1.2009508609771729,993
0.984375,2.0453438758850098,0.8387571573257446,2.8782894611358643,1.2037084102630615,1043
0.96875,2.0818874835968018,0.8948462009429932,4.133885860443115,1.1829074621200562,1093
0.96875,2.0645089149475098,0.8362663388252258,3.1528048515319824,1.2250897884368896,1143
0.9609375,2.0164172649383545,0.8374253511428833,2.945791721343994,1.1760461330413818,1193
0.9765625,2.0517618656158447,0.8658996820449829,3.5810623168945312,1.1822811365127563,1243
0.859375,2.9865970611572266,1.6033391952514648,7.064083576202393,1.3761937618255615,1264
0.9765625,2.133678913116455,0.9736495018005371,3.064225435256958,1.1569651365280151,1314
0.984375,2.0198447704315186,0.8305675983428955,3.890493392944336,1.1853866577148438,1364
0.984375,1.990610122680664,0.7904817461967468,3.359450101852417,1.1967689990997314,1414
0.9921875,2.007673501968384,0.774734616279602,3.1199123859405518,1.2298190593719482,1464
0.9765625,1.994006872177124,0.8089027404785156,3.3581511974334717,1.181746006011963,1514
0.9765625,2.028529167175293,0.8257287740707397,3.887293815612793,1.1989130973815918,1564
0.984375,1.970966100692749,0.8050121665000916,4.095312595367432,1.1618586778640747,1614
0.96875,2.0252151489257812,0.8355161547660828,3.606877565383911,1.1860921382904053,1664
0.8984375,2.8956925868988037,1.5219846963882446,6.33079719543457,1.3673770427703857,1685
0.984375,1.9956200122833252,0.8077350854873657,3.279543399810791,1.184605360031128,1735
0.9765625,1.9702751636505127,0.7692235708236694,3.278547525405884,1.1977729797363281,1785
0.984375,1.9889280796051025,0.7890026569366455,3.7291364669799805,1.1961963176727295,1835
0.984375,1.9871501922607422,0.7722059488296509,4.129075527191162,1.210815191268921,1885
0.9921875,1.971287488937378,0.7740694284439087,3.798417806625366,1.1934196949005127,1935
0.9921875,2.0143845081329346,0.7965003252029419,4.797820091247559,1.2130863666534424,1985
0.9921875,1.98905611038208,0.8067668080329895,3.4703598022460938,1.178818941116333,2035
0.984375,1.9549281597137451,0.7722570896148682,3.8499670028686523,1.178821086883545,2085
